gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days,customer_support_calls,churn,churn_risk_score,engagement_score,consistency_score,night_owl_score,subscription_tenure,multi_screen_score,email_marketing_score
0,32,81,no,no,218.1,5.2,24.72,109,4,2,1,0,-23.731951219512194,92.92800000000001,0.2103559870550162,0.49977074736359467,Short-term,,
1,35,67,no,no,228.75,4.9,25.93,104,3,2,2,0,-19.172794117647058,97.0245,0.18897030466640957,0.4546448087431694,Short-term,,
1,52,129,no,no,324.0,4.9,36.72,109,10,2,2,0,-37.59846153846154,138.843,0.133442265795207,0.33641975308641975,Mid-term,,
0,48,56,no,no,205.8,14.3,23.32,72,4,4,1,0,-15.822105263157894,89.16300000000001,0.6132075471698113,0.3498542274052478,Short-term,,
1,30,62,no,no,220.65,12.2,25.01,115,3,4,0,0,-18.10047619047619,94.74150000000002,0.4878048780487804,0.5211874008610922,Short-term,,
1,55,95,no,yes,391.2,10.1,44.34,97,5,3,1,0,-27.915,166.14600000000002,0.22778529544429407,0.2479550102249489,Mid-term,,
0,44,76,no,no,336.6,6.7,38.15,74,2,2,2,0,-22.074285714285715,141.9675,0.17562254259501967,0.21984551396316102,Short-term,,
0,31,37,no,no,286.65,12.9,32.49,117,1,4,0,0,-11.408684210526316,121.76849999999999,0.39704524469067404,0.40816326530612246,Short-term,,
0,41,80,no,no,483.45,6.7,54.79,123,8,2,0,1,-24.593703703703703,205.0035,0.1222850885198029,0.2544213465715172,Short-term,,
0,43,190,no,no,254.1,8.9,28.8,93,5,3,1,0,-55.86607329842932,108.795,0.3090277777777778,0.3659976387249115,Mid-term,,
0,45,168,no,yes,146.1,11.4,16.56,124,2,4,2,0,-48.37289940828402,63.234,0.6884057971014493,0.8487337440109515,Mid-term,,
0,39,166,yes,yes,192.3,8.8,21.79,130,7,3,2,0,-48.130299401197604,83.6085,0.403854979348325,0.6760270410816432,Mid-term,,
0,38,42,no,no,361.8,10.6,41.0,91,4,3,0,0,-13.382790697674418,153.66,0.25853658536585367,0.2515201768933112,Short-term,,
1,43,96,no,no,390.6,11.5,44.27,87,4,4,5,0,-25.905360824742267,165.8055,0.2597695956629772,0.2227342549923195,Mid-term,,
0,26,76,yes,no,409.95,12.0,46.46,84,7,4,1,1,-22.164805194805194,174.84900000000002,0.2582866982350409,0.20490303695572631,Short-term,,
1,29,94,no,no,285.9,7.5,32.4,97,5,3,1,0,-27.401894736842106,121.845,0.23148148148148148,0.33927946834557543,Mid-term,,
1,45,76,no,yes,284.55,10.0,32.25,108,5,3,1,0,-22.139090909090907,121.65750000000001,0.31007751937984496,0.3795466526093832,Short-term,,
0,26,77,no,no,244.5,6.7,27.71,66,3,2,2,0,-22.126923076923077,103.86150000000002,0.24178996752075063,0.26993865030674846,Short-term,,
1,36,54,no,yes,168.0,11.3,19.04,83,4,4,2,0,-14.610909090909091,72.95100000000001,0.5934873949579833,0.49404761904761907,Short-term,,
1,31,41,no,no,238.95,11.1,27.08,76,5,3,1,0,-12.037857142857144,102.807,0.4098966026587888,0.3180581711655158,Short-term,,
1,30,53,no,yes,218.55,13.1,24.77,96,5,4,3,0,-14.009444444444444,94.60050000000001,0.5288655631812677,0.4392587508579272,Short-term,,
1,34,131,no,no,230.1,10.4,26.08,83,3,3,0,0,-38.748636363636365,98.412,0.39877300613496935,0.36071273359408956,Mid-term,,
1,52,98,no,yes,181.5,12.0,20.57,110,1,4,1,0,-28.066666666666666,77.7855,0.583373845405931,0.6060606060606061,Mid-term,,
0,41,90,no,yes,275.7,7.7,31.25,124,3,3,1,0,-26.205934065934063,117.02250000000001,0.2464,0.44976423648893726,Short-term,,
1,27,146,yes,no,240.15,9.2,27.22,98,3,3,2,0,-42.226734693877546,102.423,0.33798677443056574,0.40807828440557986,Mid-term,,
1,36,51,yes,no,230.4,14.1,26.11,92,4,4,0,1,-14.986153846153845,99.39150000000001,0.5400229797012639,0.3993055555555555,Short-term,,
0,56,100,no,yes,265.65,7.4,30.11,72,2,2,0,0,-29.926039603960394,112.48649999999998,0.24576552640318833,0.2710333145115754,Mid-term,,
1,40,126,no,no,183.6,11.5,20.81,106,3,4,1,0,-36.38913385826772,79.18650000000001,0.5526189332051898,0.5773420479302832,Mid-term,,
1,49,97,no,yes,181.65,8.3,20.59,100,5,3,3,0,-27.070714285714285,78.49350000000001,0.4031083050024284,0.5505092210294522,Mid-term,,
0,36,55,no,yes,283.95,12.5,32.18,102,4,4,2,0,-15.314107142857141,121.482,0.3884400248601616,0.3592181722134179,Short-term,,
0,33,74,no,yes,290.55,14.6,32.93,92,3,4,2,0,-20.7748,124.24950000000001,0.44336471302763436,0.3166408535536052,Short-term,,
0,47,86,no,yes,184.5,13.3,20.91,103,4,4,1,0,-24.52413793103448,80.1315,0.6360593017694883,0.5582655826558266,Short-term,,
1,26,95,no,yes,61.35,11.9,6.95,91,7,4,0,0,-27.4278125,29.467500000000005,1.7122302158273381,1.4832925835370823,Mid-term,,
0,43,75,yes,no,250.05,10.1,28.34,121,3,3,3,0,-20.758026315789472,106.68600000000002,0.3563867325335215,0.48390321935612873,Short-term,,
0,34,27,no,no,109.05,9.9,12.36,71,3,3,1,0,-7.478928571428571,47.859,0.8009708737864079,0.651077487391105,Short-term,,
1,42,65,no,no,281.85,7.5,31.94,86,6,3,1,0,-18.954090909090908,120.456,0.234815278647464,0.305126840518006,Short-term,,
1,67,163,no,no,371.55,9.6,42.11,82,7,3,0,1,-48.45310975609756,158.4765,0.2279743528853004,0.22069707980083433,Mid-term,,
0,37,44,no,no,214.8,7.6,24.34,77,4,3,1,0,-12.754666666666665,91.91100000000002,0.31224322103533275,0.3584729981378026,Short-term,,
0,46,166,no,no,411.45,10.9,46.63,119,5,3,0,0,-49.39275449101796,174.70950000000002,0.2337550932875831,0.28922104751488636,Mid-term,,
1,31,92,no,no,209.7,9.4,23.77,135,7,3,2,0,-26.15096774193548,90.95549999999999,0.3954564577198149,0.6437768240343348,Mid-term,,
0,49,84,no,no,254.25,10.6,28.82,70,7,3,0,0,-24.898235294117647,109.713,0.36780013879250517,0.2753195673549656,Short-term,,
1,32,45,no,no,239.7,10.6,27.17,93,3,3,2,0,-12.642173913043479,102.4455,0.3901361796098638,0.3879849812265332,Short-term,,
0,43,140,no,no,187.95,8.4,21.3,94,4,3,1,0,-40.86659574468085,80.835,0.3943661971830986,0.5001330140994946,Mid-term,,
1,33,122,no,no,161.85,9.5,18.34,119,3,3,2,0,-34.963170731707315,69.816,0.5179934569247546,0.735248687055916,Mid-term,,
0,39,50,no,yes,454.05,13.6,51.46,103,14,4,3,0,-14.080588235294117,195.579,0.2642829382044306,0.22684726351723378,Short-term,,
0,27,132,no,no,289.95,11.6,32.86,119,4,4,5,1,-36.33601503759398,123.849,0.3530127814972611,0.41041558889463703,Mid-term,,
0,36,92,no,yes,276.0,12.7,31.28,96,3,3,2,0,-26.293548387096774,117.897,0.4060102301790281,0.34782608695652173,Mid-term,,
0,39,103,no,no,240.3,9.7,27.23,97,2,3,0,0,-30.462115384615384,102.2595,0.35622475211164156,0.40366208905534745,Mid-term,,
0,46,119,no,yes,325.65,8.0,36.91,93,5,3,2,0,-34.342749999999995,138.4965,0.21674342996477922,0.2855826807922616,Mid-term,,
0,36,134,no,no,363.6,11.8,41.21,115,6,4,1,0,-39.038666666666664,155.19150000000005,0.28633826741082263,0.31628162816281624,Mid-term,,
0,52,89,no,no,211.65,10.8,23.99,73,2,3,2,0,-25.270333333333333,90.47850000000001,0.4501875781575657,0.344909047956532,Short-term,,
1,41,109,no,no,397.05,9.5,45.0,86,9,3,1,1,-32.02190909090909,169.69500000000002,0.2111111111111111,0.21659740586827855,Mid-term,,
1,64,21,no,yes,199.05,12.9,22.56,78,7,4,3,0,-5.409545454545454,87.039,0.571808510638298,0.3918613413715147,Short-term,,
0,39,163,no,no,183.6,12.5,20.81,97,7,4,1,0,-47.42390243902439,80.53649999999999,0.600672753483902,0.528322440087146,Mid-term,,
0,35,167,no,no,249.6,9.9,28.29,95,5,3,1,0,-48.997142857142855,107.0685,0.34994697773064687,0.3806089743589744,Mid-term,,
0,52,75,no,yes,176.25,4.2,19.98,114,7,2,3,0,-20.863815789473684,76.22699999999999,0.21021021021021022,0.6468085106382979,Short-term,,
1,43,86,no,no,186.15,6.7,21.1,119,8,2,3,0,-24.127931034482756,81.03000000000002,0.3175355450236967,0.639269406392694,Short-term,,
0,41,35,no,yes,362.55,9.4,41.09,68,4,3,1,0,-11.114166666666666,153.7935,0.22876612314431735,0.1875603365053096,Short-term,,
1,31,177,no,no,349.2,12.5,39.58,77,7,4,2,0,-51.2923595505618,149.592,0.3158160687215766,0.22050400916380297,Mid-term,,
1,37,122,no,no,348.75,11.9,39.53,91,2,4,0,0,-35.96707317073171,147.81449999999998,0.3010371869466228,0.26093189964157704,Mid-term,,
1,31,118,no,no,210.6,7.9,23.87,155,1,3,0,0,-34.853949579831934,89.30550000000001,0.33095936321742775,0.7359924026590694,Mid-term,,
1,34,87,yes,yes,332.4,11.5,37.67,124,3,4,1,0,-25.155454545454543,141.2355,0.3052827183435094,0.37304452466907345,Short-term,,
1,44,95,no,yes,194.25,11.9,22.02,115,3,4,1,0,-27.204687500000002,83.688,0.5404178019981835,0.592020592020592,Mid-term,,
1,35,103,yes,no,94.2,9.4,10.68,78,4,3,3,0,-28.681153846153848,41.892,0.8801498127340824,0.8280254777070063,Mid-term,,
1,46,135,no,no,370.2,12.6,41.96,109,5,4,1,0,-39.34441176470588,157.764,0.3002859866539561,0.29443544030253915,Mid-term,,
0,34,144,no,no,301.65,13.2,34.19,119,2,4,1,0,-41.91606896551724,128.36849999999998,0.3860778005264697,0.39449693353223936,Mid-term,,
0,32,148,no,yes,379.35,12.3,42.99,99,1,4,1,0,-43.20919463087248,160.33350000000002,0.28611304954640615,0.2609727164887307,Mid-term,,
1,28,70,no,no,189.45,9.6,21.47,96,2,3,0,0,-20.633661971830982,81.0405,0.4471355379599441,0.5067300079176564,Short-term,,
1,48,149,no,no,249.9,8.2,28.32,131,6,3,7,0,-40.633199999999995,107.238,0.28954802259887,0.5242096838735494,Mid-term,,
0,24,16,no,no,344.4,10.8,39.03,91,2,3,0,1,-7.951764705882352,145.8345,0.2767102229054573,0.26422764227642276,Short-term,,
0,33,54,yes,no,285.75,9.7,32.39,111,2,3,2,1,-15.339090909090908,121.21350000000001,0.29947514665020064,0.3884514435695538,Short-term,,
1,46,83,no,no,303.45,6.8,34.39,82,4,2,0,0,-25.0225,128.7585,0.19773189880779296,0.27022573735376504,Short-term,,
0,39,72,no,no,379.5,9.8,43.01,89,4,3,0,0,-21.73972602739726,160.9215,0.2278539874447803,0.23451910408432147,Short-term,,
1,43,30,no,no,341.1,12.5,38.66,134,3,4,0,0,-10.000645161290322,145.01400000000004,0.32333160889808593,0.3928466725300498,Short-term,,
1,36,56,no,no,243.45,14.8,27.59,115,1,4,4,1,-14.454210526315789,104.0385,0.5364262413918086,0.47237625795851307,Short-term,,
1,24,93,no,no,286.05,8.1,32.42,121,3,3,3,0,-26.108617021276597,121.39800000000002,0.24984577421344847,0.42300297150847754,Mid-term,,
1,48,72,no,no,263.25,11.8,29.84,96,3,4,1,0,-20.621232876712327,112.44600000000001,0.3954423592493298,0.3646723646723647,Short-term,,
1,34,91,no,yes,409.5,9.6,46.41,114,2,3,1,0,-26.790217391304346,172.8015,0.20685197155785393,0.2783882783882784,Mid-term,,
1,37,110,yes,no,439.95,14.5,49.86,91,4,4,0,1,-32.5927027027027,186.834,0.2908142799839551,0.20684168655529037,Mid-term,,
1,48,137,no,no,165.75,10.5,18.79,64,3,3,3,0,-38.940217391304344,71.5935,0.5588078765300692,0.3861236802413273,Mid-term,,
0,34,149,no,no,363.75,10.0,41.23,80,3,3,3,1,-42.785,154.0845,0.2425418384671356,0.21993127147766323,Mid-term,,
0,38,55,no,yes,195.75,11.0,22.19,114,5,3,4,1,-14.299107142857142,84.77850000000001,0.4957187922487607,0.5823754789272031,Short-term,,
0,40,72,yes,yes,209.7,5.5,23.77,88,6,2,0,0,-21.574520547945205,90.0705,0.23138409760201936,0.4196471149260849,Short-term,,
0,37,128,no,no,324.0,12.7,36.72,74,4,4,1,0,-37.20232558139534,138.213,0.34586056644880175,0.22839506172839505,Mid-term,,
1,38,132,no,no,121.65,10.3,13.79,115,2,3,0,0,-38.88293233082706,52.87350000000001,0.7469180565627267,0.9453349773941635,Mid-term,,
1,32,66,no,yes,262.05,8.9,29.7,98,2,3,1,0,-19.182238805970147,111.21000000000001,0.2996632996632997,0.3739744323602366,Short-term,,
1,37,87,no,no,235.2,7.6,26.66,77,6,3,1,0,-25.234545454545454,101.01899999999999,0.28507126781695424,0.3273809523809524,Short-term,,
0,32,146,no,no,223.95,7.9,25.38,100,4,3,7,1,-39.704693877551016,95.772,0.3112687155240347,0.44652824291136417,Mid-term,,
0,39,134,no,yes,325.2,8.6,36.86,83,2,3,0,0,-39.781777777777776,137.499,0.2333152468800868,0.25522755227552274,Mid-term,,
0,40,99,no,no,94.35,8.5,10.69,121,5,3,1,0,-28.488699999999998,42.118500000000004,0.7951356407857811,1.282458929517753,Mid-term,,
1,39,107,no,no,291.75,12.7,33.07,106,1,4,2,0,-30.440277777777776,123.8655,0.384033867553674,0.363324764353042,Mid-term,,
0,37,38,no,yes,295.8,3.9,33.52,104,2,2,0,0,-12.316923076923075,124.533,0.11634844868735082,0.3515889114266396,Short-term,,
1,28,64,no,no,252.0,10.1,28.56,98,3,3,2,0,-18.075384615384618,107.49900000000002,0.3536414565826331,0.3888888888888889,Short-term,,
0,26,64,no,yes,301.95,12.3,34.22,127,3,3,1,0,-18.729076923076924,128.65800000000002,0.35943892460549387,0.4205994369928796,Short-term,,
1,44,172,no,yes,412.35,8.8,46.73,123,2,3,1,0,-50.676705202312135,173.86950000000002,0.1883158570511449,0.29829028737722807,Mid-term,,
0,36,80,yes,no,283.65,13.9,32.15,116,3,4,2,1,-22.50037037037037,121.2675,0.43234836702954904,0.40895469769081616,Short-term,,
0,40,86,no,yes,338.25,9.8,38.34,81,2,3,0,0,-25.67758620689655,143.121,0.2556077203964528,0.2394678492239468,Short-term,,
1,46,82,no,no,283.8,10.6,32.16,83,5,3,3,1,-22.883855421686746,121.43400000000001,0.32960199004975127,0.29245947850599013,Short-term,,
1,39,137,yes,no,202.65,12.3,22.97,81,2,4,2,1,-39.193695652173915,86.95049999999999,0.5354810622551154,0.3997039230199852,Mid-term,,
1,31,92,no,no,374.1,9.1,42.4,116,3,3,0,0,-27.504516129032258,158.26500000000001,0.21462264150943397,0.31007751937984496,Mid-term,,
0,36,161,yes,no,284.4,1.3,32.23,137,6,1,1,0,-47.85111111111111,120.58949999999999,0.04033509152963079,0.4817158931082982,Mid-term,,
0,50,39,no,yes,212.55,12.0,24.09,131,5,4,1,0,-11.06275,91.93350000000001,0.49813200498132004,0.6163255704540108,Short-term,,
1,34,108,no,no,297.75,9.4,33.75,75,3,3,0,1,-32.04633027522936,126.47250000000001,0.27851851851851855,0.2518891687657431,Mid-term,,
0,38,66,no,yes,344.1,8.0,39.0,119,1,3,2,0,-18.927164179104476,144.99000000000004,0.20512820512820512,0.34582970066841034,Short-term,,
0,32,94,no,no,261.0,7.9,29.58,94,1,3,1,0,-27.349473684210526,110.322,0.26707234617985126,0.36015325670498083,Mid-term,,
1,36,92,yes,no,396.45,9.3,44.93,73,5,3,0,0,-27.55258064516129,168.21450000000002,0.20698864900957045,0.18413419094463362,Mid-term,,
1,30,110,no,yes,354.45,9.7,40.17,82,6,3,1,0,-32.23864864864865,151.06050000000002,0.24147373661936766,0.23134433629566936,Mid-term,,
0,45,94,yes,yes,295.65,9.5,33.51,103,5,3,4,0,-25.92242105263158,126.21149999999999,0.28349746344374815,0.3483849145949603,Mid-term,,
1,57,65,no,yes,423.45,12.0,47.99,93,4,4,1,0,-19.08318181818182,179.5785,0.2500520941862888,0.21962451292950763,Short-term,,
0,33,162,no,yes,269.55,9.3,30.55,105,8,3,1,1,-47.53073619631901,116.19750000000002,0.3044189852700491,0.3895381190873678,Mid-term,,
0,33,10,no,no,279.15,11.4,31.64,57,6,4,2,0,-5.875454545454545,119.916,0.36030341340075855,0.20419129500268673,Short-term,,
0,37,128,no,no,154.95,6.4,17.56,95,7,2,0,0,-38.04023255813953,67.67399999999999,0.36446469248291574,0.6131010003226848,Mid-term,,
1,33,156,yes,no,415.5,8.3,47.09,96,3,3,1,0,-45.929299363057325,175.40850000000003,0.17625822892333828,0.23104693140794225,Mid-term,,
1,30,100,no,yes,323.85,11.6,36.7,157,4,4,1,0,-28.94128712871287,137.985,0.3160762942779291,0.48479234213370387,Mid-term,,
1,35,63,no,no,124.5,13.0,14.11,89,3,4,0,0,-18.0890625,54.7665,0.9213323883770376,0.714859437751004,Short-term,,
0,40,119,no,yes,241.95,6.6,27.42,92,8,2,1,0,-35.00325,104.283,0.24070021881838072,0.38024385203554456,Mid-term,,
0,33,107,yes,no,291.6,11.2,33.05,93,7,4,2,0,-30.439999999999998,125.37750000000001,0.3388804841149773,0.31893004115226337,Mid-term,,
0,46,95,no,no,357.15,11.8,40.48,115,4,4,4,0,-26.044062500000003,151.902,0.291501976284585,0.32199356012879743,Mid-term,,
0,41,101,no,no,309.9,14.6,35.12,100,3,3,0,0,-30.00764705882353,132.318,0.41571753986332577,0.32268473701193934,Mid-term,,
0,66,68,no,no,223.2,12.1,25.3,103,3,3,3,0,-18.64695652173913,95.79,0.47826086956521735,0.4614695340501792,Short-term,,
1,36,111,no,no,259.2,7.9,29.38,104,3,3,4,1,-30.86285714285714,110.17200000000001,0.2688904016337645,0.4012345679012346,Mid-term,,
0,37,99,no,no,173.25,11.5,19.64,98,7,4,7,0,-25.3465,76.071,0.5855397148676171,0.5656565656565656,Mid-term,,
0,28,128,no,no,356.85,13.9,40.44,68,4,4,1,0,-37.25325581395349,152.091,0.3437190900098912,0.1905562561300266,Mid-term,,
0,66,53,no,no,307.65,10.7,34.87,142,2,3,3,0,-14.639444444444445,130.4955,0.30685402925150557,0.4615634649764343,Short-term,,
0,22,98,no,yes,96.9,0.0,10.98,84,0,0,2,0,-28.595757575757574,40.407000000000004,0.0,0.8668730650154798,Mid-term,,
0,31,67,no,no,257.55,11.9,29.19,111,4,4,2,0,-18.6575,110.38350000000001,0.407673860911271,0.430984274898078,Short-term,,
1,30,112,no,no,255.75,11.2,28.99,91,6,4,0,0,-32.85265486725664,110.1285,0.3863401172818213,0.35581622678396874,Mid-term,,
0,24,94,no,no,272.7,9.2,30.91,97,2,3,4,0,-25.874105263157894,115.69649999999999,0.29763830475574243,0.35570223689035574,Mid-term,,
0,31,127,no,no,209.4,8.8,23.73,88,4,3,2,0,-36.5271875,89.83950000000002,0.37083860092709653,0.42024832855778416,Mid-term,,
1,39,161,no,no,109.2,11.8,12.38,91,2,4,2,0,-46.23481481481482,47.90700000000001,0.9531502423263328,0.8333333333333333,Mid-term,,
1,43,70,no,no,202.05,7.6,22.9,113,6,3,3,0,-19.169154929577463,87.19500000000001,0.3318777292576419,0.5592675080425636,Short-term,,
0,33,61,no,yes,433.05,8.6,49.08,49,3,3,0,0,-18.796935483870968,182.77200000000002,0.1752241238793806,0.11315090636185197,Short-term,,
0,40,158,no,no,263.85,11.0,29.9,98,6,3,1,0,-46.33188679245283,113.47500000000002,0.3678929765886288,0.37142315709683527,Mid-term,,
0,48,108,no,no,154.5,7.9,17.51,89,3,3,1,0,-31.28348623853211,66.5115,0.4511707595659623,0.5760517799352751,Mid-term,,
1,44,92,no,yes,212.4,10.2,24.07,95,11,3,0,0,-27.156774193548387,93.40050000000001,0.42376402160365595,0.4472693032015066,Mid-term,,
0,44,118,no,yes,384.45,11.7,43.57,130,1,4,1,0,-34.34613445378151,162.37050000000002,0.2685333945375258,0.33814540252308495,Mid-term,,
1,28,106,no,yes,122.4,9.9,13.87,113,4,3,1,0,-30.62878504672897,53.72550000000001,0.7137707281903389,0.9232026143790849,Mid-term,,
1,26,192,no,no,332.4,12.7,37.67,83,6,4,4,0,-54.744455958549224,142.31550000000001,0.33713830634457126,0.2496991576413959,Mid-term,,
1,49,38,no,no,206.7,14.1,23.43,77,3,4,2,0,-10.26,89.20950000000002,0.6017925736235595,0.3725205611998065,Short-term,,
1,27,136,no,no,378.6,10.7,42.91,110,3,3,2,0,-39.452700729927,160.38150000000002,0.24935912374737823,0.2905441098784997,Mid-term,,
0,29,103,no,no,225.9,10.4,25.6,104,8,3,8,1,-26.43442307692308,98.16000000000003,0.40625,0.4603806994245241,Mid-term,,
0,39,116,no,yes,300.6,8.3,34.07,100,4,3,1,0,-33.91384615384615,127.79550000000002,0.24361608453184622,0.332667997338656,Mid-term,,
1,34,49,no,yes,321.6,8.0,36.45,107,13,3,3,0,-13.5864,139.2075,0.2194787379972565,0.3327114427860696,Short-term,,
0,26,118,no,no,281.1,12.2,31.86,97,6,4,1,0,-34.17243697478991,120.849,0.38292529817953547,0.34507292778370685,Mid-term,,
0,36,40,no,yes,222.15,6.2,25.18,102,5,2,2,0,-11.483658536585367,95.06700000000001,0.24622716441620335,0.4591492234976367,Short-term,,
0,37,130,no,no,180.75,14.3,20.49,107,2,4,1,0,-37.575954198473276,78.1185,0.6979014153245486,0.5919778699861687,Mid-term,,
1,41,37,no,no,299.25,8.1,33.92,123,4,3,2,0,-10.774999999999999,127.203,0.23879716981132074,0.41102756892230574,Short-term,,
0,28,112,yes,no,242.85,10.7,27.52,134,4,3,1,0,-32.629823008849556,104.07300000000001,0.3888081395348837,0.5517809347333745,Mid-term,,
1,35,125,no,no,190.05,14.4,21.54,112,7,4,2,0,-35.60166666666667,83.51100000000001,0.6685236768802229,0.5893186003683241,Mid-term,,
0,43,9,no,yes,290.7,13.3,32.95,102,2,4,1,0,-6.814,123.8175,0.40364188163884673,0.3508771929824562,Short-term,,
1,40,72,no,yes,139.2,5.8,15.78,83,7,2,1,0,-20.8813698630137,61.017,0.36755386565272496,0.596264367816092,Short-term,,
0,29,103,no,no,260.25,9.7,29.5,66,2,3,3,0,-29.00048076923077,110.58,0.3288135593220339,0.25360230547550433,Mid-term,,
0,42,57,no,no,223.95,11.9,25.38,101,3,4,2,0,-15.672241379310343,96.072,0.46887312844759654,0.4509935253404778,Short-term,,
