year,customer_id,gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days_inactive,customer_support_calls,churn,multi_screen_score,email_marketing_score,subscription_tenure,engagement_score,consistency_score,night_owl_score,churn_risk_score
2020,103697,Male,34,114,no,yes,338.7,8.4,38.39,100,9,3,4,0,1,2,0.4691358024691358,0.6436716077537057,0.2188069809846313,0.2952465308532624,0.5466614772530706
2020,103738,Male,34,107,no,no,201.0,7.3,22.78,79,3,2,3,0,1,1,0.4403292181069959,0.3819840364880273,0.3204565408252854,0.3930348258706467,0.6494551115723923
2020,104025,Female,30,84,no,no,112.95,12.3,12.8,134,1,4,1,0,1,1,0.345679012345679,0.2146522234891676,0.9609375,1.1863656485170428,0.6119832208960388
2020,104904,Female,23,142,no,no,218.1,10.9,24.72,96,1,3,1,0,1,1,0.5843621399176955,0.4144811858608893,0.4409385113268609,0.4401650618982118,0.4755665109842588
2020,106264,Female,21,137,no,no,313.2,11.1,35.5,130,5,3,0,0,1,1,0.5637860082304527,0.5952109464082097,0.3126760563380282,0.4150702426564496,0.276336274001038
2020,106415,Male,30,100,no,yes,328.05,12.1,37.18,117,4,4,1,0,1,2,0.411522633744856,0.6234321550741163,0.3254437869822485,0.3566529492455418,0.3329225047569625
2020,106723,Male,44,84,no,no,239.25,7.2,27.12,82,4,2,2,0,1,1,0.345679012345679,0.4546750285062713,0.2654867256637168,0.3427377220480668,0.5239794153260683
2020,107195,Female,45,99,no,no,300.0,11.4,34.0,82,2,4,3,0,1,1,0.4074074074074074,0.5701254275940707,0.3352941176470587,0.2733333333333333,0.5210171250648677
2020,107251,Male,39,115,no,no,367.5,13.7,41.65,124,8,4,1,1,1,1,0.4732510288065844,0.6984036488027365,0.3289315726290516,0.3374149659863945,0.2817419131638126
2020,107707,Female,59,194,no,no,72.6,18.2,8.23,87,1,5,1,0,1,1,0.7983539094650206,0.1379703534777651,2.2114216281895502,1.1983471074380163,0.6643314305483481
2020,107962,Female,57,104,no,no,246.3,10.7,27.91,117,8,3,1,0,1,1,0.4279835390946502,0.468072976054732,0.3833751343604442,0.4750304506699147,0.4389811451306004
2020,108471,Female,32,170,no,no,369.6,9.1,41.89,95,8,3,0,0,1,1,0.6995884773662552,0.7023945267958951,0.2172356170923848,0.257034632034632,0.2031655422937208
2020,108519,Female,45,76,no,no,395.1,11.4,44.78,101,5,4,1,1,1,1,0.3127572016460905,0.7508551881413911,0.2545779365788297,0.2556314856998228,0.2459349593495935
2020,108763,Male,32,94,no,no,206.25,13.4,23.38,131,2,4,0,0,1,1,0.3868312757201646,0.3919612314709235,0.5731394354148845,0.6351515151515151,0.4150882200311365
2020,108810,Female,36,81,no,yes,251.85,9.2,28.54,103,6,3,4,1,1,2,0.3333333333333333,0.4786202964652223,0.322354590049054,0.4089735953940838,0.6593366199619444
2020,108961,Male,50,137,no,no,363.15,14.7,41.16,50,2,4,3,0,1,1,0.5637860082304527,0.6901368301026225,0.3571428571428572,0.137684152554041,0.4390892579138558
2020,109133,Male,28,119,yes,yes,240.0,8.7,27.2,107,5,3,5,1,2,2,0.4897119341563786,0.4561003420752565,0.3198529411764705,0.4458333333333333,0.7505621864729287
2020,110920,Male,37,138,no,yes,275.85,15.0,31.26,125,3,5,1,0,1,2,0.5679012345679012,0.524230330672748,0.4798464491362764,0.4531448250860975,0.4006443521882027
2020,111051,Female,44,124,no,no,197.7,11.3,22.41,101,2,4,1,0,1,1,0.5102880658436214,0.3757126567844925,0.5042391789379741,0.5108750632271118,0.5020325203252033
2020,111118,Male,37,48,no,yes,346.35,7.6,39.25,87,4,3,3,0,1,2,0.1975308641975308,0.6582098061573546,0.1936305732484077,0.2511909917713296,0.460884795018163
2020,111252,Female,63,106,no,no,280.65,11.0,31.81,81,3,3,1,0,1,1,0.4362139917695473,0.533352337514253,0.3458032065388242,0.2886157135221807,0.3944170558726865
2020,111338,Male,45,161,no,no,499.35,5.4,56.59,128,9,2,4,1,1,1,0.6625514403292181,0.9489737742303306,0.0954232196501148,0.2563332332031641,0.3382416536931327
2020,111935,Male,33,89,no,no,123.45,7.2,13.99,70,4,2,1,0,1,1,0.3662551440329218,0.2346066134549601,0.5146533238027162,0.5670311867152693,0.5983610102058469
2020,112023,Female,34,105,yes,yes,234.15,14.7,26.54,95,3,4,0,1,2,2,0.4320987654320987,0.4449828962371721,0.5538809344385833,0.4057228272474909,0.3788920601971978
2020,112029,Female,32,59,no,no,273.75,11.3,31.03,100,8,4,4,0,1,1,0.242798353909465,0.5202394526795895,0.3641637125362552,0.365296803652968,0.6309245805224011
2020,112607,Female,32,81,no,no,218.1,5.2,24.72,109,4,2,1,0,1,1,0.3333333333333333,0.4144811858608893,0.2103559870550161,0.4997707473635946,0.4755665109842588
2020,112612,Male,35,67,no,no,228.75,4.9,25.93,104,3,2,2,0,1,1,0.2757201646090535,0.4347206385404789,0.1889703046664095,0.4546448087431694,0.5376016260162602
2020,113139,Male,52,129,no,no,324.0,4.9,36.72,109,10,2,2,0,1,1,0.5308641975308642,0.6157354618015963,0.1334422657952069,0.3364197530864197,0.4140287147552327
2020,113990,Female,48,56,no,no,205.8,14.3,23.32,72,4,4,1,0,1,1,0.2304526748971193,0.3911060433295324,0.6132075471698113,0.3498542274052478,0.4915239577927695
2020,114301,Male,30,62,no,no,220.65,12.2,25.01,115,3,4,0,0,1,1,0.2551440329218107,0.4193272519954389,0.4878048780487805,0.5211874008610922,0.3964063310845875
2020,114359,Male,55,95,no,yes,391.2,10.1,44.34,97,5,3,1,0,1,2,0.3909465020576131,0.7434435575826681,0.2277852954442941,0.2479550102249489,0.2509946376059506
2020,114545,Female,44,76,no,no,336.6,6.7,38.15,74,2,2,2,0,1,1,0.3127572016460905,0.6396807297605474,0.1756225425950196,0.219845513963161,0.3976820619270023
2020,114687,Female,31,37,no,no,286.65,12.9,32.49,117,1,4,0,0,1,1,0.1522633744855967,0.5447548460661344,0.397045244690674,0.4081632653061224,0.3107810067462377
2020,114709,Female,41,80,no,no,483.45,6.7,54.79,123,8,2,0,1,1,1,0.3292181069958848,0.9187571265678448,0.1222850885198029,0.2544213465715172,0.0554618578100675
2020,114846,Female,43,190,no,no,254.1,8.9,28.8,93,5,3,1,0,1,1,0.7818930041152263,0.4828962371721778,0.3090277777777778,0.3659976387249115,0.4288617886178862
2020,114864,Female,45,168,no,yes,146.1,11.4,16.56,124,2,4,2,0,1,2,0.691358024691358,0.2776510832383124,0.6884057971014493,0.8487337440109515,0.6448278844490574
2020,115639,Female,39,166,yes,yes,192.3,8.8,21.79,130,7,3,2,0,2,2,0.6831275720164609,0.3654503990877993,0.4038549793483249,0.6760270410816432,0.5848901574122125
2020,115913,Female,38,42,no,no,361.8,10.6,41.0,91,4,3,0,0,1,1,0.1728395061728395,0.6875712656784492,0.2585365853658536,0.2515201768933112,0.2132848988064349
2020,116388,Male,43,96,no,no,390.6,11.5,44.27,87,4,4,5,0,1,1,0.3950617283950617,0.74230330672748,0.2597695956629772,0.2227342549923195,0.5551807645736033
2020,116710,Female,26,76,yes,no,409.95,12.0,46.46,84,7,4,1,1,2,1,0.3127572016460905,0.7790763968072976,0.2582866982350409,0.2049030369557263,0.2266692613734648
2020,116745,Male,29,94,no,no,285.9,7.5,32.4,97,5,3,1,0,1,1,0.3868312757201646,0.5433295324971493,0.2314814814814815,0.3392794683455754,0.3876059505275904
2020,117055,Male,45,76,no,yes,284.55,10.0,32.25,108,5,3,1,0,1,2,0.3127572016460905,0.540763968072976,0.3100775193798449,0.3795466526093832,0.3893573776163294
2020,117454,Female,26,77,no,no,244.5,6.7,27.71,66,3,2,2,0,1,1,0.3168724279835391,0.4646522234891675,0.2417899675207505,0.2699386503067484,0.5171683099809722
2020,117625,Male,36,54,no,yes,168.0,11.3,19.04,83,4,4,2,0,1,2,0.2222222222222222,0.3192702394526795,0.5934873949579833,0.494047619047619,0.616415845009514
2020,117807,Male,31,41,no,no,238.95,11.1,27.08,76,5,3,1,0,1,1,0.1687242798353909,0.4541049030786772,0.4098966026587888,0.3180581711655158,0.4485166926137348
2020,117900,Male,30,53,no,yes,218.55,13.1,24.77,96,5,4,3,0,1,2,0.2181069958847736,0.4153363740022804,0.5288655631812677,0.4392587508579272,0.6266865594187858
2020,117950,Male,34,131,no,no,230.1,10.4,26.08,83,3,3,0,0,1,1,0.5390946502057613,0.4372862029646521,0.3987730061349693,0.3607127335940895,0.3841463414634147
2020,119245,Male,52,98,no,yes,181.5,12.0,20.57,110,1,4,1,0,1,2,0.4032921810699588,0.3449258836944127,0.583373845405931,0.6060606060606061,0.523049645390071
2020,119421,Female,41,90,no,yes,275.7,7.7,31.25,124,3,3,1,0,1,2,0.3703703703703703,0.5239452679589509,0.2463999999999999,0.4497642364889372,0.4008389551980627
2020,119553,Male,27,146,yes,no,240.15,9.2,27.22,98,3,3,2,0,2,1,0.6008230452674898,0.4563854047890535,0.3379867744305658,0.4080782844055798,0.522811797266909
2020,120500,Male,36,51,yes,no,230.4,14.1,26.11,92,4,4,0,1,2,1,0.2098765432098765,0.4378563283922462,0.5400229797012639,0.3993055555555555,0.3837571354436949
2020,120696,Female,56,100,no,yes,265.65,7.4,30.11,72,2,2,0,0,1,2,0.411522633744856,0.5048460661345495,0.2457655264031882,0.2710333145115754,0.3380254281266218
2020,120828,Male,40,126,no,no,183.6,11.5,20.81,106,3,4,1,0,1,1,0.5185185185185185,0.3489167616875712,0.5526189332051898,0.5773420479302832,0.5203252032520326
2020,121366,Male,49,97,no,yes,181.65,8.3,20.59,100,5,3,3,0,1,2,0.3991769547325103,0.3452109464082097,0.4031083050024284,0.5505092210294522,0.6745588998443176
2020,121406,Female,36,55,no,yes,283.95,12.5,32.18,102,4,4,2,0,1,2,0.2263374485596707,0.5396237172177878,0.3884400248601616,0.3592181722134179,0.4659877183878223
2020,122388,Female,33,74,no,yes,290.55,14.6,32.93,92,3,4,2,0,1,2,0.3045267489711934,0.5521664766248574,0.4433647130276344,0.3166408535536052,0.4574251859539873
2020,122391,Female,47,86,no,yes,184.5,13.3,20.91,103,4,4,1,0,1,2,0.3539094650205761,0.3506271379703534,0.6360593017694883,0.5582655826558266,0.5191575851928734
2020,122530,Male,26,95,no,yes,61.35,11.9,6.95,91,7,4,0,0,1,2,0.3909465020576131,0.1165906499429874,1.712230215827338,1.4832925835370825,0.6030747275557863
2020,122658,Female,43,75,yes,no,250.05,10.1,28.34,121,3,3,3,0,2,1,0.3086419753086419,0.4751995438996579,0.3563867325335215,0.4839032193561287,0.5858199273482096
2020,122904,Female,34,27,no,no,109.05,9.9,12.36,71,3,3,1,0,1,1,0.1111111111111111,0.2072405929304446,0.8009708737864079,0.651077487391105,0.617042899152396
2020,124497,Male,42,65,no,no,281.85,7.5,31.94,86,6,3,1,0,1,1,0.2674897119341564,0.5356328392246295,0.234815278647464,0.305126840518006,0.3928602317938073
2020,124837,Male,67,163,no,no,371.55,9.6,42.11,82,7,3,0,1,1,1,0.6707818930041153,0.7061003420752565,0.2279743528853004,0.2206970798008343,0.2006357031655423
2020,124872,Female,37,44,no,no,214.8,7.6,24.34,77,4,3,1,0,1,1,0.1810699588477366,0.4082098061573546,0.3122432210353327,0.3584729981378026,0.4798477772011763
2020,125199,Female,46,166,no,no,411.45,10.9,46.63,119,5,3,0,0,1,1,0.6831275720164609,0.7819270239452679,0.233755093287583,0.2892210475148863,0.1488713025428127
2020,126610,Male,31,92,no,no,209.7,9.4,23.77,135,7,3,2,0,1,1,0.3786008230452675,0.3985176738882554,0.3954564577198149,0.6437768240343348,0.5623162082684657
2020,126730,Female,49,84,no,no,254.25,10.6,28.82,70,7,3,0,0,1,1,0.345679012345679,0.4831812998859748,0.3678001387925053,0.2753195673549656,0.3528152568759731
2020,126800,Male,32,45,no,no,239.7,10.6,27.17,93,3,3,2,0,1,1,0.1851851851851851,0.4555302166476624,0.3901361796098638,0.3879849812265332,0.5233956062964885
2020,127591,Female,43,140,no,no,187.95,8.4,21.3,94,4,3,1,0,1,1,0.5761316872427984,0.3571835803876852,0.3943661971830986,0.5001330140994946,0.5146817159660959
2020,128038,Male,33,122,no,no,161.85,9.5,18.34,119,3,3,2,0,1,1,0.5020576131687243,0.3075826681870011,0.5179934569247546,0.735248687055916,0.6243945684137694
2020,128738,Female,39,50,no,yes,454.05,13.6,51.46,103,14,4,3,0,1,2,0.205761316872428,0.862884834663626,0.2642829382044306,0.2268472635172337,0.3211598339387649
2020,128984,Female,27,132,no,no,289.95,11.6,32.86,119,4,4,5,1,1,1,0.5432098765432098,0.5510262257696693,0.3530127814972611,0.410415588894637,0.6857593841895867
2020,129137,Female,36,92,no,yes,276.0,12.7,31.28,96,3,3,2,0,1,2,0.3786008230452675,0.524515393386545,0.406010230179028,0.3478260869565217,0.4763016779103962
2020,129487,Female,39,103,no,no,240.3,9.7,27.23,97,2,3,0,0,1,1,0.4238683127572016,0.4566704675028506,0.3562247521116415,0.4036620890553474,0.3709133367929424
2020,129762,Female,46,119,no,yes,325.65,8.0,36.91,93,5,3,2,0,1,2,0.4897119341563786,0.6188711516533636,0.2167434299647792,0.2855826807922616,0.411888081646774
2020,130327,Female,36,134,no,no,363.6,11.8,41.21,115,6,4,1,0,1,1,0.551440329218107,0.6909920182440137,0.2863382674108226,0.3162816281628162,0.2868015914201695
2020,130732,Female,52,89,no,no,211.65,10.8,23.99,73,2,3,2,0,1,1,0.3662551440329218,0.4022234891676168,0.4501875781575657,0.344909047956532,0.5597863691402872
2020,130772,Male,41,109,no,no,397.05,9.5,45.0,86,9,3,1,1,1,1,0.448559670781893,0.7545610034207525,0.2111111111111111,0.2165974058682785,0.243405120221415
2020,131070,Male,64,21,no,yes,199.05,12.9,22.56,78,7,4,3,0,1,2,0.0864197530864197,0.3782782212086659,0.571808510638298,0.3918613413715147,0.6519849507005708
2020,131549,Female,39,163,no,no,183.6,12.5,20.81,97,7,4,1,0,1,1,0.6707818930041153,0.3489167616875712,0.600672753483902,0.528322440087146,0.5203252032520326
2020,132579,Female,35,167,no,no,249.6,9.9,28.29,95,5,3,1,0,1,1,0.6872427983539094,0.4743443557582668,0.3499469777306468,0.3806089743589744,0.4346998789136829
2020,132772,Female,52,75,no,yes,176.25,4.2,19.98,114,7,2,3,0,1,2,0.3086419753086419,0.3349486887115165,0.2102102102102101,0.6468085106382979,0.6815646081992736
2020,133119,Male,43,86,no,no,186.15,6.7,21.1,119,8,2,3,0,1,1,0.3539094650205761,0.3537628278221209,0.3175355450236966,0.639269406392694,0.6687208095485211
2020,134191,Female,41,35,no,yes,362.55,9.4,41.09,68,4,3,1,0,1,2,0.1440329218106996,0.6889965792474344,0.2287661231443173,0.1875603365053096,0.2881638124891887
2020,134483,Male,31,177,no,no,349.2,12.5,39.58,77,7,4,2,0,1,1,0.7283950617283951,0.6636259977194983,0.3158160687215765,0.2205040091638029,0.3813354090987719
2020,135693,Male,37,122,no,no,348.75,11.9,39.53,91,2,4,0,0,1,1,0.5020576131687243,0.6627708095781071,0.3010371869466227,0.260931899641577,0.230215360664245
2020,136635,Male,31,118,no,no,210.6,7.9,23.87,155,1,3,0,0,1,1,0.48559670781893,0.4002280501710376,0.3309593632174277,0.7359924026590694,0.4094447327451999
2020,136931,Male,34,87,yes,yes,332.4,11.5,37.67,124,3,4,1,0,2,2,0.3580246913580246,0.6316989737742302,0.3052827183435094,0.3730445246690734,0.3272790174710259
2020,136940,Male,44,95,no,yes,194.25,11.9,22.02,115,3,4,1,0,1,2,0.3909465020576131,0.3691562143671607,0.5404178019981836,0.592020592020592,0.5065083895519807
2020,137780,Male,35,103,yes,no,94.2,9.4,10.68,78,4,3,3,0,2,1,0.4238683127572016,0.1790193842645382,0.8801498127340824,0.8280254777070063,0.788012454592631
2020,137959,Male,46,135,no,no,370.2,12.6,41.96,109,5,4,1,0,1,1,0.5555555555555556,0.7035347776510832,0.3002859866539562,0.2944354403025391,0.2782390589863346
2020,138375,Female,34,144,no,no,301.65,13.2,34.19,119,2,4,1,0,1,1,0.5925925925925926,0.573261117445838,0.3860778005264698,0.3944969335322393,0.3671726344923025
2020,138462,Female,32,148,no,yes,379.35,12.3,42.99,99,1,4,1,0,1,2,0.6090534979423868,0.7209236031927023,0.2861130495464061,0.2609727164887307,0.2663682753848815
2020,138764,Male,28,70,no,no,189.45,9.6,21.47,96,2,3,0,0,1,1,0.2880658436213992,0.3600342075256555,0.4471355379599441,0.5067300079176564,0.4368837571354438
2020,138770,Male,48,149,no,no,249.9,8.2,28.32,131,6,3,7,0,1,1,0.6131687242798354,0.4749144811858609,0.28954802259887,0.5242096838735494,0.8894222452862828
2020,139612,Female,24,16,no,no,344.4,10.8,39.03,91,2,3,0,1,1,1,0.0658436213991769,0.654503990877993,0.2767102229054573,0.2642276422764227,0.2358588479501817
2020,139643,Female,33,54,yes,no,285.75,9.7,32.39,111,2,3,2,1,2,1,0.2222222222222222,0.5430444697833523,0.2994751466502007,0.3884514435695538,0.4636524822695036
2020,139974,Male,46,83,no,no,303.45,6.8,34.39,82,4,2,0,0,1,1,0.3415637860082304,0.5766818700114025,0.1977318988077929,0.270225737353765,0.2889854696419305
2020,141174,Female,39,72,no,no,379.5,9.8,43.01,89,4,3,0,0,1,1,0.2962962962962963,0.7212086659064993,0.2278539874447803,0.2345191040843214,0.1903217436429684
2020,141988,Male,43,30,no,no,341.1,12.5,38.66,134,3,4,0,0,1,1,0.1234567901234567,0.6482326111744584,0.3233316088980859,0.3928466725300498,0.2401401141670991
2020,142130,Male,36,56,no,no,243.45,14.8,27.59,115,1,4,4,1,1,1,0.2304526748971193,0.4626567844925883,0.5364262413918086,0.472376257958513,0.670234388514098
2020,143708,Male,24,93,no,no,286.05,8.1,32.42,121,3,3,3,0,1,1,0.382716049382716,0.5436145952109463,0.2498457742134485,0.4230029715084775,0.5391152049818371
2020,144052,Male,48,72,no,no,263.25,11.8,29.84,96,3,4,1,0,1,1,0.2962962962962963,0.500285062713797,0.3954423592493298,0.3646723646723647,0.4169910050164331
2020,144623,Male,34,91,no,yes,409.5,9.6,46.41,114,2,3,1,0,1,2,0.3744855967078189,0.7782212086659064,0.2068519715578539,0.2783882783882784,0.2272530704030445
2020,145394,Male,37,110,yes,no,439.95,14.5,49.86,91,4,4,0,1,2,1,0.4526748971193415,0.8360889395667046,0.290814279983955,0.2068416865552903,0.1118967306694344
2020,146116,Male,48,137,no,no,165.75,10.5,18.79,64,3,3,3,0,1,1,0.5637860082304527,0.314994298745724,0.5588078765300692,0.3861236802413273,0.6951868188894657
2020,146259,Female,34,149,no,no,363.75,10.0,41.23,80,3,3,3,1,1,1,0.6131687242798354,0.6912770809578107,0.2425418384671356,0.2199312714776632,0.4383108458744162
2020,146844,Female,38,55,no,yes,195.75,11.0,22.19,114,5,3,4,1,1,2,0.2263374485596707,0.3720068415051311,0.4957187922487607,0.5823754789272031,0.7321181456495418
2020,147756,Female,40,72,yes,yes,209.7,5.5,23.77,88,6,2,0,0,2,2,0.2962962962962963,0.3985176738882554,0.2313840976020194,0.4196471149260849,0.4106123508043591
2020,147858,Female,37,128,no,no,324.0,12.7,36.72,74,4,4,1,0,1,1,0.5267489711934157,0.6157354618015963,0.3458605664488017,0.228395061728395,0.3381767860231794
2020,148558,Male,38,132,no,no,121.65,10.3,13.79,115,2,3,0,0,1,1,0.5432098765432098,0.2311858608893956,0.7469180565627267,0.9453349773941636,0.5248443175921121
2020,148624,Male,32,66,no,yes,262.05,8.9,29.7,98,2,3,1,0,1,2,0.2716049382716049,0.4980045610034207,0.2996632996632997,0.3739744323602366,0.4185478290953123
2020,148676,Male,37,87,no,no,235.2,7.6,26.66,77,6,3,1,0,1,1,0.3580246913580246,0.4469783352337513,0.2850712678169541,0.3273809523809524,0.453381767860232
2020,148966,Female,32,146,no,no,223.95,7.9,25.38,100,4,3,7,1,1,1,0.6008230452674898,0.4255986316989737,0.3112687155240348,0.4465282429113641,0.9230885659920433
2020,149137,Female,39,134,no,yes,325.2,8.6,36.86,83,2,3,0,0,1,2,0.551440329218107,0.6180159635119725,0.2333152468800868,0.2552275522755227,0.2607680332122471
2020,149162,Female,40,99,no,no,94.35,8.5,10.69,121,5,3,1,0,1,1,0.4074074074074074,0.1793044469783352,0.7951356407857811,1.282458929517753,0.6361139941186648
2020,149963,Male,39,107,no,no,291.75,12.7,33.07,106,1,4,2,0,1,1,0.4403292181069959,0.5544469783352337,0.3840338675536739,0.363324764353042,0.4558683618751082
2020,151056,Female,37,38,no,yes,295.8,3.9,33.52,104,2,2,0,0,1,2,0.1563786008230452,0.5621436716077537,0.1163484486873508,0.3515889114266396,0.2989102231447846
2020,152152,Male,28,64,no,no,252.0,10.1,28.56,98,3,3,2,0,1,1,0.2633744855967078,0.4789053591790193,0.353641456582633,0.3888888888888889,0.507438159487978
2020,152306,Female,26,64,no,yes,301.95,12.3,34.22,127,3,3,1,0,1,2,0.2633744855967078,0.5738312428734321,0.3594389246054938,0.4205994369928796,0.3667834284725826
2020,152461,Male,44,172,no,yes,412.35,8.8,46.73,123,2,3,1,0,1,2,0.7078189300411523,0.7836374002280502,0.1883158570511449,0.298290287377228,0.2235556132157066
2020,153266,Female,36,80,yes,no,283.65,13.9,32.15,116,3,4,2,1,2,1,0.3292181069958848,0.5390535917901937,0.4323483670295489,0.4089546976908161,0.4663769244075421
2020,153759,Female,40,86,no,yes,338.25,9.8,38.34,81,2,3,0,0,1,2,0.3539094650205761,0.6428164196123146,0.2556077203964527,0.2394678492239468,0.243837571354437
2020,154131,Male,46,82,no,no,283.8,10.6,32.16,83,5,3,3,1,1,1,0.3374485596707819,0.5393386545039909,0.3296019900497513,0.2924594785059901,0.5420342501297354
2020,154418,Male,39,137,yes,no,202.65,12.3,22.97,81,2,4,2,1,2,1,0.5637860082304527,0.3851197263397947,0.5354810622551154,0.3997039230199852,0.5714625497318804
2020,155230,Male,31,92,no,no,374.1,9.1,42.4,116,3,3,0,0,1,1,0.3786008230452675,0.7109464082098061,0.214622641509434,0.3100775193798449,0.1973274519979242
2020,155960,Female,36,161,yes,no,284.4,1.3,32.23,137,6,1,1,0,2,1,0.6625514403292181,0.540478905359179,0.0403350915296307,0.4817158931082982,0.3895519806261893
2020,157212,Female,50,39,no,yes,212.55,12.0,24.09,131,5,4,1,0,1,2,0.1604938271604938,0.403933865450399,0.49813200498132,0.6163255704540108,0.4827668223490747
2020,157245,Male,34,108,no,no,297.75,9.4,33.75,75,3,3,0,1,1,1,0.4444444444444444,0.5658494868871151,0.2785185185185185,0.2518891687657431,0.2963803840166062
2020,157314,Female,38,66,no,yes,344.1,8.0,39.0,119,1,3,2,0,1,2,0.2716049382716049,0.6539338654503991,0.2051282051282051,0.3458297006684103,0.387951911434008
2020,157519,Female,32,94,no,no,261.0,7.9,29.58,94,1,3,1,0,1,1,0.3868312757201646,0.4960091220068414,0.2670723461798512,0.3601532567049808,0.4199100501643316
2020,158478,Male,36,92,yes,no,396.45,9.3,44.93,73,5,3,0,0,2,1,0.3786008230452675,0.7534207525655643,0.2069886490095706,0.1841341909446336,0.1683316035288013
2020,159304,Male,30,110,no,yes,354.45,9.7,40.17,82,6,3,1,0,1,2,0.4526748971193415,0.6736031927023944,0.2414737366193676,0.2313443362956693,0.2986723750216226
2020,159610,Female,45,94,yes,yes,295.65,9.5,33.51,103,5,3,4,0,2,2,0.3868312757201646,0.5618586088939566,0.2834974634437481,0.3483849145949603,0.6025125410828578
2020,159647,Male,57,65,no,yes,423.45,12.0,47.99,93,4,4,1,0,1,2,0.2674897119341564,0.8047320410490307,0.2500520941862888,0.2196245129295076,0.2091549904860751
2020,161688,Female,33,162,no,yes,269.55,9.3,30.55,105,8,3,1,1,1,2,0.6666666666666666,0.5122576966932725,0.304418985270049,0.3895381190873678,0.408817678602318
2020,162136,Female,33,10,no,no,279.15,11.4,31.64,57,6,4,2,0,1,1,0.0411522633744856,0.5305017103762827,0.3603034134007584,0.2041912950026867,0.4722150147033386
2020,162835,Female,37,128,no,no,154.95,6.4,17.56,95,7,2,0,0,1,1,0.5267489711934157,0.2944697833523375,0.3644646924829158,0.6131010003226848,0.4816424494032175
2020,162952,Male,33,156,yes,no,415.5,8.3,47.09,96,3,3,1,0,2,1,0.6419753086419753,0.7896237172177878,0.1762582289233382,0.2310469314079422,0.2194689500086491
2020,162977,Male,30,100,no,yes,323.85,11.6,36.7,157,4,4,1,0,1,2,0.411522633744856,0.6154503990877993,0.3160762942779291,0.4847923421337038,0.3383713890330393
2020,163272,Male,35,63,no,no,124.5,13.0,14.11,89,3,4,0,0,1,1,0.2592592592592592,0.2366020524515393,0.9213323883770376,0.714859437751004,0.5211468604047743
2020,164109,Female,40,119,no,yes,241.95,6.6,27.42,92,8,2,1,0,1,2,0.4897119341563786,0.4598061573546179,0.2407002188183807,0.3802438520355445,0.444624632416537
2020,164123,Female,33,107,yes,no,291.6,11.2,33.05,93,7,4,2,0,2,1,0.4403292181069959,0.5541619156214367,0.3388804841149773,0.3189300411522633,0.456062964884968
2020,164455,Female,46,95,no,no,357.15,11.8,40.48,115,4,4,4,0,1,1,0.3909465020576131,0.6787343215507411,0.2915019762845851,0.3219935601287974,0.5227253070403045
2020,164592,Female,41,101,no,no,309.9,14.6,35.12,100,3,3,0,0,1,1,0.4156378600823045,0.588939566704675,0.4157175398633258,0.3226847370119393,0.2806175402179554
2020,165319,Female,66,68,no,no,223.2,12.1,25.3,103,3,3,3,0,1,1,0.279835390946502,0.4241733181299885,0.4782608695652174,0.4614695340501792,0.6206538661131293
